ts_path	loc	rust_path	status	confidence	upstream_sha
crates/better-auth-rs/src/api_key/routes/delete-all-expired-api-keys.ts	33	crates/better-auth-rs/src/api_key/routes/delete_all_expired_api_keys.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/routes/delete-api-key.ts	172	crates/better-auth-rs/src/api_key/routes/delete_api_key.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/routes/get-api-key.ts	250	crates/better-auth-rs/src/api_key/routes/get_api_key.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/routes/index.ts	177	crates/better-auth-rs/src/api_key/routes/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/routes/list-api-keys.ts	402	crates/better-auth-rs/src/api_key/routes/list_api_keys.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/routes/update-api-key.ts	506	crates/better-auth-rs/src/api_key/routes/update_api_key.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/routes/verify-api-key.ts	631	crates/better-auth-rs/src/api_key/routes/verify_api_key.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/schema.ts	204	crates/better-auth-rs/src/api_key/schema.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/types.ts	386	crates/better-auth-rs/src/api_key/types.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/utils.ts	14	crates/better-auth-rs/src/api_key/utils.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api_key/version.ts	3	crates/better-auth-rs/src/api_key/version.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/auth/base.ts	99	crates/better-auth-rs/src/auth/base.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/auth/full.ts	31	crates/better-auth-rs/src/auth/full.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/auth/minimal.ts	15	crates/better-auth-rs/src/auth/minimal.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
